target_role,skills_count,projects_done,certifications,experience_years,learning_rate,career_readiness_score,months_to_job_ready
Data Engineer,23,9,1,5.970837925626725,3.2994598705911162,58.68510353805586,6.131489646194414
SEO Specialist,33,7,4,2.025541538961283,10.907138300712086,50.9052060110492,6.90947939889508
Data Analyst,23,2,3,4.060364634442656,4.545127013862549,39.76153846694368,8.023846153305632
UI/UX Designer,16,5,2,5.875838176522535,2.32698902871679,53.83877401250657,6.616122598749343
Database Administrator,17,6,2,3.4743802372115926,3.799408878713066,51.43009092929935,6.856990907070065
Business Analyst,18,10,0,2.591835921841259,5.01136477046334,53.75945854978584,6.624054145021416
AI Engineer,22,2,3,7.333553993932641,2.639930096573131,52.919227352206896,6.708077264779311
Cybersecurity Analyst,10,7,4,5.581314222887711,1.5194533586047587,67.8939506116933,5.21060493883067
Cloud Architect,14,9,1,1.8358387941128935,4.936810946046556,44.196706518651524,7.580329348134848
Cloud Architect,19,1,1,0.31340427998194986,14.46622360653577,20.876002188413363,9.912399781158664
Content Writer,5,5,1,0.32467470725702086,3.774511563184751,11.457931366266584,10.854206863373342
Graphic Designer,16,5,5,2.1720776152352164,5.044012770416894,49.94696316147052,7.005303683852948
DevOps Engineer,7,0,3,7.298459082219149,0.8435300976537539,43.269267097465665,7.673073290253433
System Administrator,31,1,4,0.5385538721869452,20.148790731608052,22.130861962263744,9.786913803773626
SEO Specialist,12,8,0,7.056859975538446,1.489413994587641,52.280458680467824,6.771954131953217
NLP Engineer,27,0,3,2.397282492294373,7.9475286677633346,29.409256233314686,9.059074376668532
AI Engineer,15,5,3,2.494429226198517,4.292546515906417,33.60657526106507,8.639342473893493
Data Scientist,21,9,0,2.3956753821628887,6.1843367332197605,39.29568052284466,8.070431947715534
Business Analyst,34,0,4,4.403570444609759,6.2921359772252305,46.31654474444331,7.368345525555669
IoT Developer,11,5,1,1.3134736430638414,4.754754839321266,20.527825117514872,9.947217488248512
Network Engineer,26,5,2,3.0514490961867944,6.417456910533834,35.39087040515556,8.460912959484444
Game Developer,22,7,0,4.834827149397843,3.7704630208746477,49.77194447099322,7.022805552900678
IoT Developer,11,4,0,3.1147045384258423,2.673338971796079,33.19786791837684,8.680213208162316
Game Developer,26,10,4,2.364112309580822,7.728636147477394,54.746987236806795,6.52530127631932
Product Manager,28,0,2,5.730734572999643,4.160021420592347,36.219512397975464,8.378048760202454
Network Engineer,6,1,3,0.5608582055432727,3.844039118154002,9.75390952503505,11.024609047496496
Embedded Systems Engineer,28,10,3,1.451518795792107,11.42149105609976,46.62780674936617,7.337219325063383
Backend Developer,26,0,4,1.6596838528138997,9.775597942775208,36.51527730442537,8.348472269557464
SEO Specialist,30,3,5,6.778527779044256,3.856770953601465,69.18621683642377,5.081378316357624
NLP Engineer,21,0,1,5.500840845015163,3.23035135002617,39.30731959909309,8.06926804009069
Blockchain Developer,23,6,4,4.789778956530832,3.97251780641058,60.79346272539983,5.920653727460017
Blockchain Developer,29,4,1,2.359014247514737,8.633485261771808,33.65661382573478,8.634338617426522
Data Engineer,33,4,5,3.5420746746160443,7.265402346734775,50.47093198020473,6.952906801979527
Frontend Developer,9,5,2,5.482892531658388,1.388269195586636,37.09799362990111,8.290200637009889
System Administrator,33,1,4,1.9900178165390816,11.036723533038074,33.326448759907805,8.66735512400922
Computer Vision Engineer,35,3,5,6.98514177747486,4.383140710003529,56.25018623399715,6.374981376600285
DevOps Engineer,25,3,1,0.5699200359817045,15.924377947292689,22.832438105594242,9.716756189440575
Software Tester,21,6,4,1.4932088318066263,8.42288047920278,37.10114852077091,8.28988514792291
Business Analyst,10,2,2,2.074302880959383,3.2527699407676276,32.687849745685455,8.731215025431455
Cybersecurity Analyst,29,8,5,5.864779372543128,4.224462058604609,66.32397058577094,5.3676029414229065
Video Editor,23,1,1,1.0083813129316441,11.452008566255174,15.226173033126951,10.477382696687306
Software Tester,25,5,2,1.1393412589439285,11.685840160134658,30.90889437090342,8.909110562909659
Frontend Developer,13,5,2,0.5619183610519469,8.32309826439619,20.572945962139066,9.942705403786093
Data Scientist,7,3,5,4.699739388135893,1.2281263270686764,46.408224708118816,7.359177529188118
HR Analyst,6,10,1,1.3723944666413699,2.529090370242803,47.107018414586214,7.289298158541379
IoT Developer,33,6,3,6.502031407001798,4.398808563931155,59.09669837203173,6.0903301627968265
Game Developer,17,4,3,4.825331345260373,2.918288933698441,44.76070420438754,7.523929579561246
Cloud Architect,22,8,5,1.9078619459670207,7.565696174301636,63.93657453247879,5.6063425467521215
AI Engineer,27,7,2,1.5575022518268185,10.55717545535452,38.020197210590474,8.197980278940953
Video Editor,17,9,4,0.5513771888546612,10.95800564951624,53.04796005933319,6.695203994066681
Content Writer,13,4,3,2.5624314579776977,3.6491930170018687,41.85696864148751,7.814303135851249
Network Engineer,6,6,0,6.995033081915476,0.7504659378548189,42.45267596014657,7.754732403985343
Network Engineer,19,7,4,1.6000930255808976,7.307430854615339,50.67210520273054,6.932789479726946
Operations Manager,24,9,3,4.3919955300737135,4.45104226554726,66.13969482971704,5.386030517028296
Game Developer,11,5,3,1.1755034002668179,5.056300991600789,34.2985224355627,8.57014775644373
Backend Developer,9,7,3,7.871788290490058,1.0144516195959472,55.60637379722873,6.4393626202771275
Content Writer,30,6,4,1.8860939191309711,10.394672121076805,39.301635073063366,8.069836492693664
Data Engineer,14,9,3,6.017960154390893,1.9948816596287864,63.037354751718,5.6962645248282
Digital Marketer,30,5,3,2.591713246846954,8.352559889444406,53.55034622378786,6.644965377621213
Computer Vision Engineer,7,6,0,5.5084670967759735,1.0755220693160623,46.64752915237296,7.335247084762704
Frontend Developer,19,0,0,2.4748220465307424,5.467905908726916,16.960797274586373,10.303920272541363
Cloud Architect,16,1,3,5.057257477833121,2.6414594490250596,35.351109633397606,8.464889036660239
Frontend Developer,28,7,2,2.6774397970232497,7.613992762754391,47.120644824920284,7.287935517507972
Database Administrator,5,9,2,4.652010370650189,0.8846409811921162,59.2630751739729,6.07369248260271
Data Scientist,19,0,2,7.42791989584521,2.254411555260107,45.88114351191139,7.411885648808861
Software Tester,14,9,3,5.6632312159850535,2.1010827249119135,54.90855359316194,6.509144640683806
Embedded Systems Engineer,22,7,3,4.7526972573782125,3.824293025638287,64.9177097988705,5.50822902011295
Cybersecurity Analyst,6,8,5,1.7722058347810181,2.1643414513893595,41.49305535412856,7.850694464587145
Frontend Developer,32,8,4,5.888334116881554,4.645535401887105,70.37659507599052,4.962340492400948
HR Analyst,33,2,0,4.581814447866137,5.912056072128216,43.790578161608266,7.6209421838391735
Product Manager,10,3,3,3.3067684919386586,2.3219265253560395,37.89361609210145,8.210638390789855
Robotics Engineer,28,2,2,6.719751310353159,3.6270598461440686,56.29760521377808,6.370239478622192
Data Engineer,14,6,5,0.9235392909476543,7.278250080923866,42.93027250199937,7.706972749800063
Backend Developer,7,10,3,4.063096391810464,1.3825531766139134,66.45340142511705,5.354659857488295
Database Administrator,35,10,1,1.7521414903689596,12.717369409414996,51.52409507068232,6.847590492931768
DevOps Engineer,21,0,4,2.115079064929369,6.7414019234456095,28.49171833655569,9.150828166344432
Business Analyst,28,7,5,7.156126850678834,3.433002025669765,84.20004508500429,3.57999549149957
System Administrator,7,10,5,7.121903950762281,0.8618668778203189,85.78606972535897,3.4213930274641022
Cloud Architect,20,2,3,3.660038340303358,4.291810182552713,43.816667172742314,7.618333282725769
Game AI Developer,21,10,0,3.7751656523571153,4.397753194097882,53.236218966773635,6.676378103322636
Game Developer,24,1,1,0.20920614290934658,19.84773244887432,12.14674602241428,10.785325397758571
Game Developer,7,10,2,5.1151414724995945,1.1446996004065815,59.373606545447394,6.062639345455261
NLP Engineer,29,2,4,2.2500637431207045,8.922901915811122,41.384149568189216,7.861585043181078
Data Scientist,14,9,0,4.109167700256511,2.740172337521259,52.970504492607986,6.702949550739201
Game AI Developer,26,7,5,1.8837207886813578,9.016129474826531,54.83112204519885,6.516887795480114
Cloud Engineer,29,6,2,0.6975212984288444,17.083732632304056,45.99768190618866,7.400231809381134
Network Engineer,22,6,3,6.0229196966799385,3.132600250348929,65.59002228562669,5.440997771437331
Financial Analyst,24,1,1,7.1067609121624,2.9604918980641592,37.08935447275216,8.291064552724784
Mobile App Developer,35,7,0,3.636279353395283,7.549156841545468,54.848398398416315,6.515160160158368
Robotics Engineer,19,0,1,0.8893713955323328,10.056254712508085,3.2759681836885193,11.672403181631148
Machine Learning Engineer,28,8,5,1.8748282312934892,9.739712340101025,47.48904693347825,7.251095306652175
Game Developer,6,5,4,4.432760972670574,1.104410819872789,51.02534495271938,6.897465504728062
Video Editor,33,6,4,7.979348522544981,3.675099581795377,81.828577775942,3.817142222405801
Product Manager,34,10,0,2.305180653202756,10.286880980939312,60.678842257734786,5.932115774226522
Game Developer,18,6,2,4.034348695044663,3.5754376763209703,56.129337399212744,6.387066260078726
HR Analyst,18,8,2,1.614557463269854,6.884530270560048,33.651838930609685,8.63481610693903
Game AI Developer,24,9,5,5.445625426820872,3.72345558588212,80.1154988777732,3.9884501122226794
Data Analyst,9,3,4,6.100977896433523,1.2674310681237668,51.772528764619764,6.822747123538024
DevOps Engineer,29,0,2,3.815684474260242,6.021989221886224,28.87152300166015,9.112847699833985
Data Analyst,21,7,1,6.726630164894369,2.717873063915062,66.66515954412498,5.333484045587502
Game Developer,18,10,4,1.121880401647398,8.483041733183951,58.444080802711945,6.155591919728805
Database Administrator,35,1,5,4.040037759321495,6.94439241755042,46.81711245977489,7.318288754022511
Sales Executive,29,3,3,3.6687072657404167,6.211569573617473,46.537207136913075,7.346279286308692
HR Analyst,25,6,0,2.7065493308147195,6.744817826154459,37.7944377005344,8.22055622994656
Digital Marketer,6,7,0,1.5809131325564971,2.3247585997041136,38.09585515525379,8.190414484474621
Computer Vision Engineer,9,8,4,5.324534276620443,1.423029681927696,57.10835606448534,6.289164393551466
SEO Specialist,25,6,4,3.474348957282521,5.587405059077836,61.53680259117529,5.846319740882471
Game Designer,7,6,0,1.4608911050387032,2.8444980705027616,23.151327688045804,9.684867231195419
Cloud Engineer,26,7,0,4.524020665957963,4.706716642141878,42.07849677392028,7.792150322607972
Content Writer,7,3,4,3.937480329618988,1.4177271670346423,31.082227334941017,8.891777266505898
Software Tester,18,7,0,1.039198593402988,8.826997065529472,32.38885496722442,8.761114503277557
Content Writer,14,6,1,1.8784643489416766,4.863704497555223,41.93693564391286,7.806306435608714
Cloud Architect,20,5,2,5.648932340280553,3.008001732674587,44.89063547106852,7.510936452893148
Business Analyst,6,8,5,5.322656208454507,0.9489682503971892,56.178655760756364,6.382134423924364
Operations Manager,32,1,4,6.462523921971154,4.288093456663588,53.441881631585595,6.6558118368414405
AI Researcher,23,6,4,1.0066890705014986,11.46166605385058,42.54266758780511,7.745733241219488
Game AI Developer,25,9,1,3.744383181853345,5.269388884022223,63.22425034314052,5.677574965685948
Data Analyst,7,8,4,5.643608175042215,1.0536443172998415,65.59162443532264,5.440837556467736
Game Designer,10,6,2,4.048757907059235,1.9806851871463034,40.613449682634965,7.938655031736504
Embedded Systems Engineer,34,1,1,5.248842061578879,5.441008056364495,42.22511285610739,7.7774887143892615
System Administrator,18,4,4,1.0757363861733529,8.671621367674359,35.48634257023371,8.451365742976629
NLP Engineer,35,8,0,2.418606205055169,10.238090584474083,54.37143971671215,6.562856028328785
Mobile App Developer,31,4,1,1.5876681876988181,11.97989763423568,34.985831648510796,8.50141683514892
Database Administrator,16,6,0,0.1958224277134688,13.379912961319507,29.155078010998544,9.084492198900145
Backend Developer,10,4,0,2.1631871045385127,3.161368477271575,20.914643893285707,9.908535610671429
Mobile App Developer,12,10,5,3.840084020152216,2.479295803551487,64.45943526592714,5.554056473407286
DevOps Engineer,20,0,0,1.742069470749903,7.29376123156004,4.807469571158132,11.519253042884188
Game AI Developer,8,8,1,5.1039417218596865,1.310628502783713,45.39544479823931,7.460455520176069
Game AI Developer,24,5,1,6.711584521479686,3.112200862630877,63.02889978902975,5.697110021097025
Game AI Developer,22,1,0,3.3743864996180655,5.029276677294257,31.66151421624541,8.83384857837546
Cloud Engineer,23,3,2,4.182572138279772,4.437950767750294,45.15186466027042,7.484813533972958
Video Editor,22,8,5,2.3656309774953517,6.536664342319563,65.80656636024413,5.419343363975587
Cloud Architect,11,0,0,6.2424798492972,1.5188167905040737,32.4554018961186,8.75445981038814
Data Analyst,15,5,1,3.7952765225442633,3.128078209771591,33.22008898657915,8.677991101342085
Product Manager,11,0,3,1.6570544435718233,4.139922697712181,10.24833259639763,10.975166740360237
Graphic Designer,13,2,4,0.7761784364948499,7.319084464089368,29.710701650908725,9.028929834909128
DevOps Engineer,21,1,3,2.705001830359989,5.668013394195699,31.392150297552128,8.860784970244787
Software Tester,33,4,0,5.642714000421329,4.967848984301733,43.99913925335209,7.600086074664791
Backend Developer,10,7,5,7.899904683959406,1.123607539081102,67.55204176514277,5.244795823485722
Computer Vision Engineer,21,10,5,6.549061311972395,2.7818028139068307,70.93370296815903,4.906629703184097
AI Engineer,18,10,4,4.215346930199366,3.451352372317045,57.639892653341036,6.236010734665896
Blockchain Developer,19,8,2,5.666507120544087,2.8500682075997417,57.032269739125745,6.2967730260874255
Digital Marketer,21,0,0,0.2606793570048067,16.65768530539993,3.6643642057576766,11.633563579424232
Financial Analyst,12,2,5,3.2115583511656105,2.8493016122354864,28.78949066156548,9.121050933843453
Embedded Systems Engineer,30,3,2,5.542416970766135,4.5854613263035295,44.061926730900545,7.593807326909945
Graphic Designer,9,9,3,2.6803216705165998,2.4454384170002963,53.00640293799035,6.699359706200965
Embedded Systems Engineer,35,2,1,2.2330272812727063,10.825766984008244,29.084256570876715,9.091574342912327
NLP Engineer,15,2,3,1.2345825164322815,6.712663278127179,18.711755822202054,10.128824417779795
NLP Engineer,32,1,2,5.791910269972696,4.7114874502204875,43.150544761357835,7.684945523864217
Mobile App Developer,6,5,1,0.6583209187896832,3.61811753805715,23.26092752801702,9.673907247198297
AI Researcher,8,7,0,5.213148573558839,1.2875919359220582,54.61109081847324,6.538890918152676
System Administrator,24,10,5,2.5026875209508272,6.851881549937701,59.108703652032915,6.089129634796708
AI Engineer,16,8,0,0.6581306285161386,9.649420693904197,30.01079269337851,8.99892073066215
Operations Manager,18,2,3,7.657149650924126,2.07920628911371,47.889286260591064,7.211071373940894
IoT Developer,14,0,4,2.8184107757462735,3.666446807903696,19.599825183911996,10.0400174816088
Data Scientist,23,7,5,6.326181242917697,3.1394254711121654,70.38950098050312,4.961049901949688
Backend Developer,21,2,2,1.116601453746613,9.921565518547544,16.820418263249454,10.317958173675054
HR Analyst,11,9,5,5.936456266893678,1.5858241696845703,64.84285910466545,5.515714089533455
UI/UX Designer,23,1,2,4.418243391542969,4.244918202807095,39.49234096310126,8.050765903689873
Cloud Architect,5,4,5,5.05908481512939,0.8252071315316662,57.204608533005825,6.279539146699418
NLP Engineer,10,0,5,0.7562904453235157,5.693819052894728,18.87704344246716,10.112295655753284
Sales Executive,34,0,4,0.8260509847964199,18.61941439920449,26.497904178719565,9.350209582128043
Database Administrator,21,9,4,5.364879240358714,3.2993556054987265,63.61154890123573,5.638845109876427
Cloud Engineer,33,8,3,3.6054452813418276,7.165430915810431,65.78646470573011,5.421353529426989
AI Researcher,7,10,5,1.448074506729121,2.8593900964855514,61.71579295187807,5.828420704812193
NLP Engineer,27,5,2,0.5464583307262654,17.45924831179897,38.46810485963446,8.153189514036555
Sales Executive,17,5,1,7.051210128700135,2.1114838301636336,60.89357750058707,5.910642249941293
Product Manager,29,10,5,4.401546868754242,5.368832429790296,66.03361353041412,5.396638646958588
Data Scientist,18,7,5,1.1172425130435792,8.501624112074262,45.45521433127593,7.454478566872407
Data Scientist,34,5,5,1.200949267748852,15.447879920819558,42.42131262839462,7.757868737160538
IoT Developer,9,5,4,1.4183813613639353,3.7214974212851684,45.69220522261075,7.430779477738925
Content Writer,20,8,5,3.1310534874134763,4.841380064658118,62.59508301156908,5.740491698843092
Frontend Developer,25,0,4,4.8922650820064275,4.242850525571913,33.236238595541266,8.676376140445873
Blockchain Developer,5,2,4,5.5774505296126025,0.7601729541695982,48.80938325685481,7.119061674314519
UI/UX Designer,27,8,4,4.232697056642863,5.159863012846069,52.83002163405869,6.716997836594131
Embedded Systems Engineer,11,6,3,6.1011180573484225,1.5490518410149388,53.6619340383579,6.63380659616421
UI/UX Designer,35,2,3,1.2307049483238588,15.690107302760428,25.328011700265535,9.467198829973446
Frontend Developer,7,0,0,7.9890979360657965,0.7787210741040883,30.7448650483869,8.92551349516131
Data Engineer,9,4,4,6.766313871419604,1.1588509232314725,59.554924188984714,6.044507581101529
Data Scientist,35,3,2,2.5541438718923146,9.847659875784693,35.52702608238861,8.44729739176114
DevOps Engineer,30,5,0,6.818860456759841,3.836876251457247,46.90146194624156,7.309853805375844
Business Analyst,10,4,2,3.8442263254777833,2.0643131282710465,27.3448714916022,9.26551285083978
Sales Executive,18,3,1,3.027593519520795,4.469169967812851,35.73259620638842,8.426740379361158
Graphic Designer,21,8,4,0.2345461969336684,17.010299049285653,40.51298301356124,7.948701698643876
AI Engineer,26,5,5,5.023131740641606,4.316691236315277,51.46782762494287,6.853217237505713
Financial Analyst,27,3,5,6.895996882418695,3.4194542376426806,64.14543775583252,5.585456224416748
Game Developer,22,9,3,4.484920130991156,4.0109973298780695,58.84288849001844,6.115711150998156
Backend Developer,19,2,5,0.15410627339846705,16.462955308310722,25.268366742439262,9.473163325756074
System Administrator,25,1,0,5.413318300309525,3.898138035468071,30.344147297720305,8.965585270227969
Data Analyst,22,8,4,1.3966345046859452,9.17953903984324,57.33761315500274,6.266238684499726
DevOps Engineer,11,6,2,2.4257433663139416,3.2109819165572424,29.267624558722666,9.073237544127734
Product Manager,30,7,4,7.529713208760712,3.517117078354704,66.65919349318251,5.334080650681749
DevOps Engineer,18,2,4,5.024399815920037,2.98784950368555,52.34811093849993,6.765188906150007
Machine Learning Engineer,26,3,0,6.223440494815462,3.599392840386958,43.11515949423289,7.688484050576711
NLP Engineer,12,9,0,6.25174406208104,1.6547743408026934,57.66035999357693,6.233964000642307
NLP Engineer,27,8,4,5.0796974552499545,4.441010461249991,74.1870720154837,4.5812927984516305
UI/UX Designer,30,2,1,2.5288277467883695,8.50140674259416,21.102328796307695,9.88976712036923
Video Editor,33,5,4,0.8067244806591027,18.265098167021804,49.832737313466055,7.016726268653395
Graphic Designer,26,3,2,6.962855448498479,3.2651603646657565,47.33431281345295,7.266568718654705
Database Administrator,8,0,1,4.296739961962855,1.5103629888289583,30.161312345145138,8.983868765485486
AI Engineer,33,2,3,1.1438376643922918,15.392956541490014,31.085262489271386,8.891473751072862
Cloud Architect,29,7,3,7.202977178786117,3.535301801765032,77.47547859444778,4.2524521405552225
Game Designer,13,8,5,4.789738975419325,2.2453516566450165,64.13865086907593,5.5861349130924065
Network Engineer,24,7,3,2.9359672725504167,6.097611676646018,41.272054541302154,7.872794545869785
Cloud Architect,16,4,5,3.517343683970357,3.5419045172001113,50.03420519091796,6.9965794809082045
Sales Executive,15,9,3,2.0627403916913067,4.897574747338183,44.63622992921187,7.536377007078813
AI Researcher,26,4,1,7.562052817562388,3.03665494175288,64.06327664077152,5.593672335922848
Content Writer,6,7,1,4.7627010386378865,1.0411784265348951,48.063636430179606,7.193636356982039
Video Editor,17,1,2,3.21999938251541,4.028436608411736,36.2478050315724,8.37521949684276
Sales Executive,30,10,5,1.5593408185457527,11.721768270412047,69.09829538516422,5.090170461483578
DevOps Engineer,15,9,1,7.997378070721673,1.667152350617724,58.02093110093516,6.197906889906484
Operations Manager,20,6,2,7.617094906375321,2.320967822369356,57.154665632028625,6.284533436797138
SEO Specialist,28,6,0,7.553857307554523,3.27337702667441,52.914977095707926,6.708502290429207
Data Scientist,35,7,0,0.3916836480153796,25.149393721706797,26.903510469002498,9.30964895309975
Blockchain Developer,17,10,0,7.702753877187999,1.9534046624667936,59.73516980194434,6.026483019805566
Business Analyst,25,0,1,0.6352546872920746,15.288138413105019,23.405607642807208,9.65943923571928
Full Stack Developer,17,5,4,4.170332151374435,3.287989920624514,53.75754687758473,6.624245312241527
Content Writer,24,0,3,0.17576095726213659,20.412312427762632,23.607606487927786,9.639239351207221
UI/UX Designer,30,5,0,0.09831445253474502,27.31458184016836,18.714147503261017,10.128585249673899
Sales Executive,16,0,0,7.220351682292021,1.9463887456867095,25.976955221636842,9.402304477836315
Product Manager,22,6,1,2.677478798566969,5.9823594383665535,33.68241050450405,8.631758949549596
Financial Analyst,18,5,2,1.306518659783987,7.803968948460949,32.90950800853018,8.709049199146982
AI Engineer,18,6,0,4.645460623640401,3.188402364303967,40.88126837930757,7.911873162069243
Video Editor,19,9,3,4.0981473164815645,3.726844051480384,67.6742240891979,5.23257759108021
Content Writer,28,0,2,4.281872753407762,5.301150047951258,25.586228815366262,9.441377118463373
Blockchain Developer,35,7,1,0.871209943462393,18.704475209894277,41.3098102657221,7.86901897342779
HR Analyst,19,8,0,3.7544408632374573,3.996263818720056,36.379430516519506,8.36205694834805
Embedded Systems Engineer,15,7,5,3.9697673019396973,3.0182499679905552,51.492299830764566,6.850770016923543
Data Analyst,17,6,0,4.051912296976784,3.3650623765130105,37.84567297277877,8.215432702722122
Data Scientist,31,4,2,2.5562908827863966,8.716947241309779,40.03481079122366,7.996518920877634
UI/UX Designer,8,4,0,7.32601689011182,0.9608435949128321,34.13486637996373,8.586513362003627
Data Engineer,21,1,0,3.8225683345517147,4.354526165973358,32.97698861880923,8.702301138119077
AI Researcher,32,4,5,3.556399236045995,7.023089580659603,43.40500696558098,7.659499303441902
Digital Marketer,17,3,5,2.1436856450147017,5.407665371045869,36.01006326758825,8.398993673241176
Sales Executive,20,5,4,3.6002805844130954,4.347560900473118,58.006882635851426,6.199311736414858
System Administrator,14,10,0,4.4291874999062495,2.5786547250839558,60.377844776898414,5.962215522310158
Product Manager,34,4,0,2.157238720062362,10.768903784167586,29.259294457639086,9.07407055423609
Game Designer,27,7,4,5.070262597547029,4.447913013007147,59.620080438467326,6.037991956153268
Game Developer,22,8,5,7.233127375332058,2.6721316210794925,83.34272992495582,3.665727007504419
Data Engineer,30,3,2,6.980041502951492,3.759378944195243,43.477089220502144,7.652291077949785
Graphic Designer,35,9,0,6.494270650988727,4.6702343203180705,58.88364363822727,6.111635636177273
AI Researcher,30,7,1,0.389640284262911,21.588320617743545,45.06176817973319,7.493823182026681
Product Manager,33,10,4,0.20793278087252087,27.31940098203416,59.023186114384124,6.097681388561588
Operations Manager,32,7,3,1.0549559357801028,15.572110059796563,51.5255009315652,6.84744990684348
Business Analyst,19,10,3,2.1016306835149177,6.125809917017032,63.42519185067117,5.6574808149328835
Blockchain Developer,9,3,3,6.766419851781945,1.158835109582058,55.53252474448674,6.446747525551325
SEO Specialist,11,7,1,4.928133800674891,1.8555586580633017,46.02068681217407,7.397931318782593
Data Analyst,10,2,3,2.7959748615602367,2.6343693951360256,32.8803278839693,8.71196721160307
Video Editor,14,2,4,7.898014016208193,1.5733847996303754,45.170807340369166,7.482919265963083
Game AI Developer,15,9,1,6.214237983295179,2.0792216772905228,64.62027881001933,5.537972118998067
IoT Developer,19,10,3,4.473173494629494,3.4714777484476955,62.44780584909853,5.7552194150901475
Cybersecurity Analyst,26,6,2,5.887408385972397,3.775004841146674,56.162799825103,6.3837200174897
Business Analyst,6,0,3,3.543537018241561,1.320557084912256,34.32633206680268,8.567366793319731
AI Researcher,16,9,5,5.5707335551652495,2.4350401466853593,66.12721036143357,5.387278963856643
DevOps Engineer,21,1,0,2.2998616875393445,6.363903093059447,21.225992944393518,9.877400705560648
Graphic Designer,25,5,3,1.3919697793084165,10.451637063419831,47.82732546322454,7.217267453677546
UI/UX Designer,25,3,2,3.679688281628864,5.342236169477986,28.610655408352955,9.138934459164705
Game AI Developer,16,4,1,5.380039947583889,2.507821288181616,50.15916585046312,6.984083414953688
Game Designer,25,7,4,0.1928489773691071,20.958227298093387,49.0192053320273,7.09807946679727
Financial Analyst,8,10,4,6.983175902776981,1.0021074441335016,80.65567639896705,3.934432360103296
UI/UX Designer,25,9,2,0.6196524603463116,15.435410134007723,47.2786648191976,7.27213351808024
UI/UX Designer,8,5,4,3.1231221984035065,1.9402772013639664,45.32465586629605,7.467534413370395
Software Tester,14,7,1,0.553808342647133,9.010120241824042,35.44798277210804,8.455201722789196
Embedded Systems Engineer,24,1,3,4.438752190063378,4.412776894642873,35.19990562072344,8.480009437927656
NLP Engineer,18,3,1,2.4327983595918763,5.243535481687894,28.23263534437461,9.176736465562538
DevOps Engineer,8,5,1,0.479786954594676,5.406183623365741,17.173278973983674,10.282672102601632
Full Stack Developer,16,7,1,4.861740008383176,2.7295649375642004,48.476760952896015,7.152323904710398
Software Tester,23,9,2,7.037241898704926,2.8616782087529407,77.54253633034638,4.245746366965362
UI/UX Designer,32,7,2,5.165209864995837,5.190415363098367,56.32118697489193,6.367881302510807
UI/UX Designer,26,3,3,0.5321918422800129,16.96915443780859,32.48698741459749,8.75130125854025
Full Stack Developer,7,2,3,7.590045561850767,0.8148967254711297,48.87509919861091,7.112490080138909
Software Tester,26,3,4,5.297627791000075,4.128538691530252,49.185238155110916,7.081476184488908
Sales Executive,18,10,5,5.583638396016257,2.7340505230195746,76.7033766543047,4.329662334569529
Database Administrator,14,6,4,3.6470872629936704,3.0126397908398967,46.68233653715364,7.3317663462846365
Content Writer,21,3,4,1.5620285368881426,8.196630013148388,27.178364803949066,9.282163519605094
Game Designer,27,2,2,2.637196591334736,7.423299599566559,36.63051371846093,8.336948628153907
Data Scientist,17,0,2,0.24007747538150426,13.708820890218997,12.822233210332215,10.717776678966779
Operations Manager,23,3,3,1.4541131303302963,9.372021084009463,28.343527645444844,9.165647235455516
Network Engineer,30,3,2,5.102004445348428,4.91641726398103,39.339028426035746,8.066097157396426
Software Tester,29,0,4,3.2968311255925116,6.749159823217638,41.16502643731326,7.883497356268674
Video Editor,24,0,5,4.446010453178809,4.406895691136861,33.816918739716144,8.618308126028385
Content Writer,18,0,2,3.5006894954020895,3.9993872090907012,31.638106450073636,8.836189354992637
SEO Specialist,28,1,2,3.1016814824982495,6.826468637185786,39.13367662425056,8.086632337574944
Cloud Architect,23,10,5,3.0586558002157407,5.666900848989811,61.00755050277612,5.899244949722388
Data Analyst,13,6,5,6.014886138034938,1.8532018544839357,62.51478536435111,5.748521463564889
Operations Manager,10,8,1,5.004165664863956,1.6655103403491087,60.06452437352299,5.9935475626477
Cloud Engineer,17,5,2,1.4375334547169443,6.974263252511586,33.05046514339239,8.694953485660761
AI Researcher,13,2,3,2.3146480871309736,3.921984976466168,27.883596641130215,9.21164033588698
Blockchain Developer,7,9,0,6.301603040280085,0.9586935856939552,44.66342623790209,7.533657376209791
Blockchain Developer,32,4,2,4.154509328724821,6.208156384870975,49.621222808139315,7.037877719186069
IoT Developer,14,6,3,4.809440756755788,2.409870517006207,52.790663275310834,6.720933672468917
System Administrator,25,2,3,0.8343660914204047,13.62868628946458,25.513930382966702,9.44860696170333
AI Engineer,18,4,1,3.2580281869921697,4.227308794006605,25.664397819638108,9.433560218036188
Machine Learning Engineer,35,0,1,7.910028105226101,3.9281582040657144,49.60474457714232,7.039525542285768
Blockchain Developer,12,8,5,0.10725153961657696,10.837645801924468,40.54330849878507,7.945669150121493
Graphic Designer,22,2,1,0.1504122568578632,19.12357928112562,19.929695182141792,10.00703048178582
Software Tester,29,10,5,4.086460077555701,5.701411110639436,74.14810569380604,4.585189430619396
Cloud Engineer,16,6,5,4.513832906109289,2.9017926862223393,49.463479747534286,7.0536520252465715
Operations Manager,18,8,5,3.045580254217188,4.449299944361867,54.31403731039852,6.568596268960148
Cybersecurity Analyst,32,5,3,2.145605714289678,10.172921499548474,43.25222722281272,7.674777277718728
